num;titel;title_no_number;summary;duration;published
230;MBMBaM 230: Chipocalypse;Chipocalypse;"<p>Next week, we'll be doing our live Candlenights spectacular from our hometown of Huntington, WV -- our cleanest episode of the year. That means this episode, we're getting real dirty, which is uncomfortable for all of us, especially for special guestspert Bill Corbett.</p>
<p> </p>
<p>Suggested talking points: Candlenights Countdown, Forbidden Attic, Return of the Cod, Mystery Glove, Potato Extinction, Hank Safari, Riff Career, Foreign Billy Joel, Threadbare Garbage Clothes </p>";4182;2014-12-15 17:32:21+00:00
229;MBMBaM 229: A Premium Swallow;A Premium Swallow;"<p>Listen, we've already got the comedy-advice game on lockdown, so now we're turning our attention toward new, potentially more lucrative dividends. Like, for instance, dad-based fantasy fiction.</p>
<p> </p>
<p>Suggested talking points: Brand Portfolio Update, The Love Window, Tip of the Dragon Penis, Guv, Lardell's Interests, Sticky Icky Stigma, A Suitable Silverback Womb</p>";3567;2014-12-08 14:51:06+00:00
228;MBMBaM 228: Sex Draculas;Sex Draculas;"<p>You can't afford this Nana. I'm sorry - it's just way out of your price range. But with patience, hard work and a little luck, we can turn this busted Nana into the Nana of your dreams! Believe in the brothers.</p>
<p> </p>
<p>Suggested talking points: Star Wars Watch, Time Travel Comedian, TP Thief, Nana Property Brothers, The Truth About Birds and Snakes, Private Selfies, Vamp Fiction Vamping</p>";3846;2014-12-01 15:38:01+00:00
227;MBMBaM 227: Streaks on the China;Streaks on the China;"<p>We think we've dished out about all the advice that exists in this, the material plane. Come with us as we dive into new worlds, and explore the infinite possibilities of THE CRYSTAL REALM.</p>
<p></p>
<p>Suggested talking points: Serial Pringles, Thank You Topaz, The Truman Show Modesty, Look Stealing, Rude Peeps, Fancy Jism, Scott Bakula Slash Fic, Magic Angel, Clipper Rippers</p>";3402;2014-11-24 16:25:42+00:00
226;MBMBaM 226: A Delicious Twistery;A Delicious Twistery;"<p>This week's episode is brought to you by Nyquil. Also, Dayquil. The whole 'quil family of products, really. Sorry we're late!</p>
<p></p>
<p>Suggested talking points: Cake Watch, Things on Your Things, Principal Ghosts, The Wear-Down, Forever Pee, Break-Up Rules, Dollargrabbers</p>";3584;2014-11-18 14:05:34+00:00
225;MBMBaM 225: Jingle Defense Force;Jingle Defense Force;"<p>We're officially on that Christmas Creep, but it looks like the road to this year's festivities is going to be a bumpy one. It's already taken our middlest brother from us - what will Hollywood take next?</p>
<p></p>
<p>Suggested talking points: Jingle 2, Dusty Butter, Nugbuds, Netflix Thief, Normcore, Elton John Medley, Buffet Ruiners, Hawaiian Football Girlfriend </p>";3277;2014-11-10 14:15:31+00:00
224;MBMBaM 224: Pubic Snakes;Pubic Snakes;"<p>This episode isn't exactly a Halloween Spooktacular, but that doesn't mean it's not terrifying. We dip into unconventional horrors, like flushing food down the toilet, as well as the intimate grooming habits of mythological creatures.</p>
<p></p>
<p>Suggested talking points: Souvies, An Erotic Nightmare, October 32nd, Spooketti, Sitting Ones, Toilet Food, Relationship Evidence, Die-athalon</p>";3700;2014-11-03 18:54:37+00:00
223;MBMBaM 223: Bro's Better, Bro's Best Ch. 46-61;Bro's Better, Bro's Best Ch. 46-61;"<p>With Griffin in Japan, we've generated yet another Best of collection for you, our beloved family. Also: New live show announcement!</p>
<p>Suggested Talking Points: </p>
<p>5:03 — ThorWatch 2011</p>
<p>6:15 — Adult Teen Baby</p>
<p>8:39 — He’ll Have a Salad</p>
<p>12:45 — Teen CEO Month</p>
<p>17:00 — GriffinSpaceJam.com</p>
<p>19:55 — How to Hire an Alf</p>
<p>24:55 — Forever a Whitford, Nary a Cooper</p>
<p>25:30 — Good Names for Twins</p>
<p>31:25 — Studio 54 For Kids</p>
<p>38:20 — Money Zone</p>
<p>45:00 — Just Ask Her, Dummy</p>
<p>47:33 — The Strategic Home Improvement Reserve</p>
<p>51:20 — Sexually Attracted to Numbers</p>
<p>56:45 — Could I Take Tyra Banks?</p>
<p>1:00:17 — Can A Yeti Accept Jesus?</p>
<p>1:06:00 — We Didn’t Start the Fire 2</p>
<p>1:11:20 — Destroying The Perfect Horse</p>
<p>1:19:50 — Pasta Party 2011//The Pussycat Dolls</p>
<p> </p>
<p>1:24:25 — Wonka.</p>
<p> </p>";5723;2014-10-27 14:24:05+00:00
222;My Brother, My Brother and Me 222: The Rich Kids Camp;The Rich Kids Camp;"<p>It's a Max Fun Week special as we welcome John Hodgman to the program. He does an admirable, charitable job of pretending he knows who we are.</p>
<p>Suggested Talking Points: A Fate Worse than Public Defication, Papa John Refuses to Grow, A Day Without Doxxing, Bowser Went to Juliard.</p>";4630;2014-10-20 16:32:41+00:00
221;MBMBaM 221: Jareth Defense Tactics;Jareth Defense Tactics;"<p>The skills you learn in today's episode may very well save your life. Sorry, not ""skills"" - ""skill,"" singular. That skill is, of course, urban contact juggling.</p>
<p></p>
<p>Suggested talking points: Hatsune Miku, Greeting Card Resale Market, Saving the Store, A Dime Bag of Hummus, Down the Oubliette, The Giving Tree Ruined, Chicken Venting, Runes N' Crystals, Molting</p>";4010;2014-10-13 15:46:53+00:00
220;MBMBaM 220: Pissbeards and Pooh Corner;Pissbeards and Pooh Corner;"<p>Nothing is sacred, nothing is safe. Farm animals: You're done. Goldblum: So sorry. Kenny Loggins' most sensitive works: Toast. We're sorry for us.</p>
<p></p>
<p>Suggested talking points: Spooks Not Goofs, Sexual Jeapordy, Clip the Chip, Superfriends, Richard Gere Scarecrow, Farm Wisdom Returns, Justin Becomes the Monster He Fears So Much, Ruining Pooh Corner</p>";3613;2014-10-06 22:35:28+00:00
219;My Brother, My Brother and Me 219: Pizza Delivery Clone;Pizza Delivery Clone;"<p>Travis is recording from a hotel in Norman, OK, as he makes his big move to Hollywood. Enjoy this episode, because it's the last one before he goes all Big Time on us.</p>
<p></p>
<p>Suggested talking points: NCIS: Norman, Parking Malarkey, Rewriting Good Burger, Zone Coverage, Murder Most Mysterious, Apple Gluttony, Memorable Wedding Entrance</p>";3798;2014-09-29 14:57:33+00:00
218;My Brother, My Brother and Me 218: Kelly Rrrrrrripa;Kelly Rrrrrrripa;"<p>Here comes another genuine McElroy smoke stunt! We're doing so many cool things with drugs over here! You'll never guess what kind of stunts we can do with these kind nugs!</p>
<p></p>
<p>Suggested Talking Points: Summer of Taco Necks, Daddy's Pasta Hour, 4 Lyfe TP, Teacher Fusion, Krampus Poison, Halloween Baby Scam, Plasma Bong Rips</p>";3985;2014-09-22 17:45:35+00:00
217;MBMBaM 217: Clippy Lovemaking Tips;Clippy Lovemaking Tips;"<p>Come for the erudite discussion of games industry acquisitions and mergers, stay for the discussion of undergarment oversaturation.</p>
<p></p>
<p>Suggested talking points: GamerTalk, The Law, Memory Foam Remembers, Seeds of Pants, Caesar's Revenge, Weird Ask Jeeves</p>";3130;2014-09-15 18:13:36+00:00
216;MBMBaM 216: Under the Crust;Under the Crust;"<p>Get ready for a master class in sports acumen and real-life football cheat codes with your Sunday Night Buddies, the McElroy brothers!!!</p>
<p></p>
<p>Suggested talking points: EGOFFT, Work Cuss, Extreme Braces, Minkus Maintenance, James Johnson's, Hot and/or Ready, Moan Tactics</p>";3448;2014-09-08 14:47:50+00:00
215;MBMBaM 215: Glass Shark;Glass Shark;"<p>We're back! And better than ever! Arguably. Well, okay; we're batting about average. Well, maybe Justin's a little rusty, and Griffin's a bit down, and maybe Travis recorded using an old-timey gramophone. But still - we're back!</p>
<p></p>
<p>Suggested talking points: Dad Goofs, Movie Jelly, Munchables, That Dark Water, Sexting While Driving, The Winning Powerball Numbers</p>";3399;2014-09-02 17:43:14+00:00
214;MBMBaM 214: Face 2 Face X: Craigslist Croutons;Face 2 Face X: Craigslist Croutons;"<p>We did this live show in Los Angeles a few months ago, but that just means the goofs have ripened and fermented for peak flavor. We'll be back with your regularly scheduled fraternal advice next week!</p>
<p></p>
<p>Suggested talking points: Fancy, Shumwaying, Sexy Wii Bowling, Great Job Robber, Dirty Truth or Dare, Truck Bed Contagion, A Puzzle of Flesh, Creating a Human Life, Horse Cons, Super Neutered</p>";4965;2014-08-25 15:27:14+00:00
;MBMBaM: The Adventure Zone;MBMBaM: The Adventure Zone;"<p>Okay, so. Justin's on paternity leave. (Yay, Justin!) That means we're going to be doing some ... experimental stuff up in MBMBaM. Like, for instance, instead of doing the whole advice thing, we played Dungeons and Dragons and recorded it.</p>
<p></p>
<p>Suggested talking points: The Hero Birthing Process, The Inventor of Fantasy Tex-Mex, Gnomish Craigslist, Dead Horses, Murder Dance, Flushing the Toilet Cave</p>";7117;2014-08-18 13:06:52+00:00
213;MBMBaM 213: Flavorizer Overload;Flavorizer Overload;"<p>Throw on a pot of gumbo and crank up the Flavorizers, because this episode came to play.</p>
<p></p>
<p>Suggested talking points: Drumgate, Auntie Lame, Pee Dance, Roommate Auction, Squirt Magic Squirt, Comic Retirement, Dilbertverse, The Jimmy Buffett Criterion Collection, My Perfect Dakota, Apology Date, Air Taster</p>";3458;2014-08-11 14:05:00+00:00
212;MBMBaM 212: Turn Downton for What;Turn Downton for What;"<p>""Hello, I'm Laura Linney, and you're watching Masterpiece Classic. Smoke weed every day.""</p>
<p> </p>
<p>Suggested talking points: Guardianswatch, Love and Pathfinder, Octodad's Revenge, Reunion Woes, Sniffle Rage, Mr. Whippy Roleplay, No-Scope Pee Shot, Regal Weed</p>";3391;2014-08-05 14:33:40+00:00
211;MBMBaM 211: Mrs. Doubtfire 2;Mrs. Doubtfire 2;"<p>Has anyone ever noticed how Mark and Mrs. Doubtfire 2: The Person are never in the same room at the same time? I think something fishy might be going on.</p>
<p> </p>
<p>Suggested talking points: A Wondrous Opportunity, Cheezy Steve's, A Taste For Brando, Butt Bag, TGI Timeshare, Lava Myths, De-Deodorant, Over The Moon, Dueling Buffetts</p>";3676;2014-07-28 15:53:31+00:00
210;MBMBaM 210: Yippee Ki-yay, Holy Father;Yippee Ki-yay, Holy Father;"<p>We're delighted to welcome author, goat-nurturer and all-around swell human being Elizabeth Gilbert to the show this week. Join us for an erudite discussion on creativity, followed by an even more erudite discussion of Mecha-Alan Rickman's battle capabilities.</p>
<p> </p>
<p>Suggested talking points: Car Seats, From the Diaphragm, Wanged on that Nude, Grappling Hook Fitness, B-Sides, A Wax-Covered Rat, Business Pajamas, Life Critic, The Ultimate Battle</p>";4076;2014-07-21 13:38:55+00:00
209;MBMBaM 209: BurgerTime 4: Ketchup;BurgerTime 4: Ketchup;"<p>It's been a while since we've had film-franchise-fever, but the phenomenon is back in a big, big way. Let's just say our latest fascination has us going ... crazy. For gorillas, we mean.</p>
<p> </p>
<p>Suggested talking points: Ape Fever, Bottle City Nephew, Shirt-Based Kegels, Bossy Landlord, The Fast and Furious Apex of Humanity, Getting our Faison, Fog Boss</p>";4316;2014-07-14 14:49:09+00:00
208;MBMBaM 208: Face 2 Face 9: Grunt Art;Face 2 Face 9: Grunt Art;<p>Here it is: The last show of our three-show set from the People's Improv Theater in New York City. Apologies again about the audio, and double, super apologies for all the talk about knuckle-penises.</p>;3700;2014-07-07 16:31:59+00:00
207;MBMBaM 207: Thank Travis for Travis;Thank Travis for Travis;"<p>In this very special episode of MBMBaM, Justin is sky high on post-wisdom-tooth-removal opiates, and Travis writes a hymn about himself.</p>
<p>Suggested talking points: Getting Lyfted, Welcome to McDonalds, Nude Rumspringa, TV Greed, The Ballad of Pizza Daniel, Wedding Weed Brian, War on Science</p>";3840;2014-06-30 15:02:50+00:00
206;MBMBaM 206: Hodor Hoarders;Hodor Hoarders;"<p>Happy Solstice, everybody! Oh, don't worry - we definitely know what the solstice is. And like, its significance, and its observations and ... just like, all the things about the solstice.</p>
<p> </p>
<p>Suggested talking points: Solstice, Pump Island, Marry a Billy Joel, Old Friend Management, Dank VelJohnson, Travis' Special Underwear</p>";3819;2014-06-23 14:19:00+00:00
205;MBMBaM 205: Face 2 Face 8: Wedding Stiffness;Face 2 Face 8: Wedding Stiffness;<p>This is the second of our three-show set at the People's Improv Theater in beautiful New York, New York. Thanks to everyone who came out!</p>;3550;2014-06-16 15:59:26+00:00
204;MBMBaM 204: Bait Kids;Bait Kids;"<p>This episode now has the voice of John Roderick (of The Long Winters fame) at the beginning, middle and end, making it by far our most Roderick-ian episode yet.</p>
<p> </p>
<p>Suggested talking points: Jim Tendo, Causal Busting, Narc Club, Yoritos, Vermont Noise Scene, Booting the Drummer, Bone-Out, Go for the Butter Lion, WooHooing</p>";4757;2014-06-09 14:48:59+00:00
203;MBMBaM 203: Upper Montana;Upper Montana;"<p>Six nipples, two bodies, one bed. Aw, don't fret none about it, buddy. That's just the algebra of love. Carry the three. Solve for sex.</p>
<p> </p>
<p>Suggested talking points: Nonnee Kisses, One Mo' Again, Elevator Fetish, Booth Sides, Tuba Lessons, Shitty Slickers, YHTN</p>";3518;2014-06-02 13:28:41+00:00
202;MBMBaM 202: Face 2 Face 7: Big Snapple;Face 2 Face 7: Big Snapple;<p>And here it is: The first of our three-show set at the People's Improv Theater in New York City. Thanks to everyone who came out, and to those who tried but couldn't. It's the thought that counts!</p>;3572;2014-05-28 14:15:09+00:00
201;MBMBaM 201: Bro's Better, Bro's Better, Bro's Best Ch: 31-45;Bro's Better, Bro's Better, Bro's Best Ch: 31-45;"<p>We're back with another round up of our ""best"" bits from the early years. 15 hours of show condensed to an hour of worthwhile material! That's a bargain. Also, get all the details on our upcoming LA show!</p>
<p>Suggested Talking Points: Big Bad Beetleborgs, B'Doodleykitten, Bramblepelt, Snowing All Over, Chin Deep In Chinchillas, Peepums Nastygum and MORE.</p>";4485;2014-05-19 12:54:14+00:00
200;MBMBaM 200: The Two-Hundredth One;The Two-Hundredth One;"<p>Gang, thank you. Thank you, thank you, thank you. You're the wind beneath our wings, and also the wings themselves. You're also the rest of the plane, or the bird, depending on what kind of wings we're talking about, here.</p>
<p> </p>
<p>Suggested talking points: Singing Episode, Pussywillow Tribal Tattoo, Steellll Dreamz, Velociraptor Hugs, Lenny Kravitz' Fiery Bird Dress Hotline, All-Purpose Goof Room</p>";3804;2014-05-12 14:59:40+00:00
199;MBMBaM 199: Cool Pee Book;Cool Pee Book;"<p>This episode features a higher-than-average amount of discussion of today's hit television shows, like Mad Men, Game of Thrones and Family Matters. Did you guys know Family Matters lost its GD mind there, towards the end? Because it did, in a big, big way.</p>
<p> </p>
<p>Suggested talking points: Hoochie Haymaker, Chili's Magic Carpet, Colton Stile Guy, Somebody Get In Here and Pee on Wolf Blitzer, Dragon Questions, Family Matters Finale, Make Good Choices, Fearless Newsman</p>";3721;2014-05-05 15:04:14+00:00
